video_id,title,published_at
vguLPoLiFNg,Zerodha Case Study: Bootstrapped to Billion dollar valuation startup without advertisements!,2021-03-13T11:47:00Z
pK887oMqxRY,How to get a game-changing startup idea? | The Art of Innovation,2021-01-18T03:30:02Z
IxIi1xTx8zc,Zuckerberg is watching? How to safeguard your data from Facebook?,2021-01-13T04:00:25Z
5vMbXNjgSjw,3 Self Help Books that changed my Life | My Book Recommendations,2021-01-10T03:00:04Z
o-gGiyY9s9w,How does Facebook kill its competition? Explained with examples,2021-01-09T04:30:04Z
Qob_63A3Wzw,How to set Goals and work consistently towards it?,2021-01-03T07:11:02Z
8rulgRgwHYc,How is India's STRATEGY attracting Industries from China : Production incentive program explained,2020-12-25T15:11:18Z
J3oIuKfx4SE,How much motivation is good for you? (How not to overdo it and get shit done),2020-12-15T12:30:15Z
JqSeQ3c4_qI,The story of the Spice King of India from a Tonga driver to a Millionaire,2020-12-05T13:49:37Z
ODBJz87boBQ,Dhirubhai Ambani vs Bear Cartel | Stock Market Concepts EXPLAINED,2020-11-18T13:15:26Z
wzsYAuxhxSw,The smoothest Sales Pitch you will ever come accross: Amway Case Study,2020-11-05T16:35:56Z
rN0HrbDDmZ8,What Steve Jobs learnt from Nike's marketing campaign that beat it's rival Adidas,2020-10-24T15:43:51Z
UL9dWIy2WZs,How Coca-Cola sold sugared water for over 100 years? | Marketing Casestudy,2020-10-11T14:07:49Z
76w6GQ1vs1Y,What are the FARM BILLS & Why are farmers protesting? (History & Concepts Explained),2020-10-04T09:49:52Z
WCJQ2PhzEOM,This is how Jeff Bezos' Amazon beat their competition legitimately,2020-09-30T07:48:08Z
3t6Ikn6mkH0,The Secret Business lessons from Amazon's Jeff Bezos,2020-09-23T07:54:09Z
6GWm2OyekXY,Don't Hustle!  DO THIS instead!,2020-09-16T14:10:51Z
ULhoofZmZmg,How China's most successful businessman Jack Ma's Alibaba beat the US giant eBay?,2020-09-05T03:45:12Z
nvN3cpi2Dgg,How to never get distracted?,2020-08-24T05:55:37Z
odPwOQI_O0Q,Train your mind to never get nervous in any situation  (Practical Steps),2020-08-16T13:34:50Z
AxR6o03eKV0,Think School Live Stream,2020-08-16T11:32:59Z
cWsxSP3KGvs,Can India's National Education Policy (NEP 2020) transform the Indian Education System? (EXPLAINED),2020-08-06T04:33:50Z
3tVoKZ5pHMU,Indian Education System EXPOSED & How can we fix it? (Rant by an Engineering College Student),2020-07-28T18:04:56Z
